Appointment Date,Appointment Time,Appointment Nbr,Appointment Type,Appointment Status,Shipment Nbr,Order Status,REF Shipment Nbr,Carrier,ASN,ASN Status,Appointment Notes
01/29/2024,10:00,4219595,Live Load,Complete,9010143845,Shipped,0309186851,CPU,,,Trinity Logistics 
01/29/2024,10:00,42110191,Live Unload,Complete,,,,NCC4,0201361796,Receiving Verified,
01/29/2024,11:00,4219656,Pickup Load,Complete,9010143870,Shipped,0309187196,HEYL,,,
01/29/2024,11:00,42110194,Live Unload,Complete,,,,NCC4,0201361797,Receiving Verified,
01/29/2024,11:00,4219652,Pickup Load,Complete,9010143871,Shipped,0309187222,HEYL,,,
01/29/2024,11:00,4219658,Pickup Load,Complete,9010143869,Shipped,0309187223,HEYL,,,
01/29/2024,11:00,4219650,Pickup Load,Complete,9010143874,Shipped,0309187241,HEYL,,,
01/29/2024,11:43,42110257,Drop Empty,Complete,,,,HEYL,,,
01/29/2024,11:55,42110259,Drop Empty,Complete,,,,METG,,,
01/29/2024,12:00,4219704,Pickup Load,Complete,9010143881,Shipped,0309187226,METG,,,
01/29/2024,12:00,4219662,Pickup Load,Complete,9010143941,Shipped,0309189393,HEYL,,,
01/29/2024,12:00,42110197,Live Unload,Complete,,,,NCC4,0201361798,Receiving Verified,
01/29/2024,12:00,4219702,Pickup Load,Complete,9010143883,Shipped,0309187232,METG,,,
01/29/2024,12:11,42110263,Drop Empty,Complete,,,,HEYL,,,
01/29/2024,12:36,42110265,Drop Empty,Scheduled,,,,METG,,,
01/29/2024,12:38,42110267,Drop Empty,Scheduled,,,,METG,,,
01/29/2024,12:39,42110269,Drop Empty,Complete,,,,METG,,,
01/29/2024,13:00,4219710,Pickup Load,Complete,9010143884,Shipped,0309187197,METG,,,
01/29/2024,13:00,4219712,Pickup Load,Complete,9010143925,Shipped,0309189401,METG,,,
01/29/2024,13:00,4219611,Pickup Load,Canceled,9010143940,Shipped,0309190011,CPU,,,
01/29/2024,13:00,4219706,Pickup Load,Complete,9010143885,Shipped,0309187210,METG,,,
01/29/2024,13:00,42110199,Live Unload,Complete,,,,NCC4,0201361799,Receiving Verified,
01/29/2024,13:00,4219708,Pickup Load,Complete,9010143880,Shipped,0309187195,METG,,,
01/29/2024,13:15,42110275,Drop Unload,Complete,,,,HEYL,0201363593,Receiving Verified,
01/29/2024,13:27,42110287,Drop Empty,Complete,,,,METG,,,
01/29/2024,14:00,4219714,Pickup Load,Complete,9010144087,Shipped,0309191897,METG,,,
01/29/2024,14:00,4219786,Live Load,Complete,9010143913,Shipped,0309188809,SQNS,,,
01/29/2024,14:00,4219605,Live Load,Complete,9010143879,Shipped,0309187325,RBTW,,,
01/29/2024,14:00,4219632,Pickup Load,Complete,9010143858,Shipped,0309187262,DAVI,,,Davis
01/29/2024,14:00,42110201,Live Unload,Complete,,,,NCC4,0201361800,Receiving Verified,
01/29/2024,14:43,42110330,Drop Empty,Complete,,,,METG,,,
01/29/2024,15:00,4219613,Pickup Load,Complete,,,,CPU,,,Publix
01/29/2024,15:00,4219963,Live Unload,Complete,,,,TBXK,060547433,Receiving Verified,
01/29/2024,15:00,42110203,Live Unload,Complete,,,,NCC4,0201361795,Receiving Verified,
01/29/2024,15:00,4219760,Live Load,Complete,9010143876,Shipped,0309187457,SQNS,,,
01/29/2024,15:00,4219784,Live Load,Complete,9010143878,Shipped,0309187501,SQNS,,,
01/29/2024,15:00,42110344,Drop Empty,Scheduled,,,,METG,,,
01/29/2024,15:00,4219788,Live Load,Complete,9010143877,Shipped,0309187490,SQNS,,,
01/29/2024,15:03,42110348,Drop Empty,Complete,,,,METG,,,
01/29/2024,15:19,42110357,Drop Empty,Complete,,,,METG,,,
01/29/2024,16:00,4219630,Pickup Load,Complete,9010143890,Shipped,0309188416,DAVI,,,Davis
01/29/2024,16:00,4219792,Pickup Load,Complete,9010143919,Shipped,0309189390,STVV,,,
01/29/2024,16:00,4219626,Live Load,Complete,9010143997,Shipped,0309191012,CPU,,,Heyl
01/29/2024,16:00,4219790,Pickup Load,Complete,9010144164,Shipped,0309187324,LUAC,,,
01/29/2024,16:00,42110205,Live Unload,Complete,,,,NCC4,0201361801,Receiving Verified,
01/29/2024,16:28,42110487,Drop Empty,Complete,,,,,,,
01/29/2024,17:00,4219628,Pickup Load,Complete,9010143868,Shipped,0309187946,DAVI,,,Davis
01/29/2024,17:00,4219809,Live Load,Complete,9010144099,Shipped,0309191927,MTEN,,,
01/29/2024,17:00,4219811,Pickup Load,Complete,9010144100,Shipped,0309191930,MTEN,,,
01/29/2024,17:00,42110207,Live Unload,Complete,,,,NCC4,0201361802,Receiving Verified,
01/29/2024,17:00,4219849,Pickup Load,Complete,9010143918,Shipped,0309189397,STVV,,,
01/29/2024,18:00,4219886,Live Load,Complete,9010144235,Shipped,0309191884,SQNS,,,
01/29/2024,18:00,42110154,Pickup Load,Complete,9010143859,Shipped,0309187260,CPU,,,Davis
01/29/2024,18:00,4219912,Live Load,Complete,9010143888,Shipped,0309188196,CPU,,,Jerue
01/29/2024,18:00,4219880,Pickup Load,Complete,9010144234,Shipped,0309191892,TBXK,,,
01/29/2024,18:00,42110211,Live Unload,Complete,,,,NCC4,0201361803,Receiving Verified,
01/29/2024,18:00,42110152,Pickup Load,Complete,9010143843,Shipped,0309186563,CPU,,,Davis
01/29/2024,18:00,4219914,Live Load,Scheduled,,,,,,,
01/29/2024,18:00,4219847,Live Load,Complete,9010144088,Shipped,0309191908,RBTW,,,
01/29/2024,19:00,4219904,Live Load,Complete,9010143926,Shipped,0309189399,CJHT,,,
01/29/2024,19:00,42110511,Live Load,Complete,9010144243,Shipped,0309195356,JGLC,,,
01/29/2024,19:00,42110515,Live Load,Complete,9010144242,,0309195357,JGLC,,,
01/29/2024,19:00,4219698,Live Load,Complete,9010143875,Shipped,0309187510,METG,,,
01/29/2024,19:00,4219919,Live Load,Complete,9010144101,Shipped,0309191910,CJHT,,,
01/29/2024,19:00,42110215,Live Unload,Complete,,,,NCC4,0201361804,Receiving Verified,
01/29/2024,21:00,42110624,Drop Empty,Complete,,,,SQNS,,,
01/29/2024,22:00,42110628,Drop Empty,Complete,,,,HEYL,,,
01/29/2024,22:17,42110630,Drop Empty,Complete,,,,HEY2,,,
01/29/2024,22:26,42110632,Drop Empty,Complete,,,,HEYL,,,
01/29/2024,22:39,42110635,Drop Empty,Complete,,,,DAVI,,,
01/29/2024,22:52,42110637,Drop Empty,Complete,,,,HEY2,,,
01/29/2024,22:59,42110639,Drop Empty,Complete,,,,DAVI,,,
01/29/2024,23:06,42110641,Drop Empty,Complete,,,,DAVI,,,
01/30/2024,00:00,42110561,Live Unload,Complete,,,,NCC4,0201361807,Receiving Verified,
01/30/2024,00:00,42110567,Live Unload,Complete,,,,NCC4,0201361808,Receiving Verified,
01/30/2024,00:00,42110501,Live Load,Complete,9010144469,Shipped,0309199770,CPU,,,
01/30/2024,01:00,42110573,Live Unload,Complete,,,,NCC4,0201361810,Receiving Verified,
01/30/2024,01:00,42110545,Live Unload,Complete,,,,NCC4,0201361806,Receiving Verified,
01/30/2024,01:00,42110643,Drop Unload,Complete,,,,HEY2,0201364321,Receiving Verified,
01/30/2024,01:00,42110305,Live Load,Complete,9010143912,Shipped,0309189269,CPU,,,Sunstate
01/30/2024,01:44,42110645,Drop Empty,Complete,,,,MTEN,,,
01/30/2024,02:00,4219676,Live Load,Complete,9010143934,Shipped,0309189427,HEYL,,,
01/30/2024,02:00,4219670,Live Load,Complete,9010143935,Shipped,0309189863,HEYL,,,
01/30/2024,02:00,4219666,Pickup Load,Complete,9010143939,Shipped,0309189918,HEYL,,,
01/30/2024,02:00,4219672,Live Load,Complete,9010143936,Shipped,0309189429,HEYL,,,
01/30/2024,02:12,42110647,Drop Empty,Complete,,,,HEY2,,,
01/30/2024,02:30,42110649,Drop Empty,Complete,,,,HEY2,,,
01/30/2024,02:36,42110651,Drop Empty,Complete,,,,HEYL,,,
01/30/2024,02:54,42110653,Drop Empty,Complete,,,,HEYL,,,
01/30/2024,03:00,4219684,Pickup Load,Complete,9010143856,Shipped,0309186608,HEYL,,,
01/30/2024,03:00,4219686,Pickup Load,Complete,9010144118,Shipped,0309191997,HEYL,,,
01/30/2024,03:00,4219716,Pickup Load,Complete,9010143995,Shipped,0309189954,METG,,,
01/30/2024,03:00,4219680,Pickup Load,Complete,9010143855,Shipped,0309186604,HEYL,,,
01/30/2024,03:11,42110657,Drop Empty,Complete,,,,MTEN,,,
01/30/2024,03:50,42110659,Drop Empty,Complete,,,,HEY2,,,
01/30/2024,04:00,4219720,Pickup Load,Complete,9010143947,Shipped,0309189855,METG,,,
01/30/2024,04:00,4219722,Pickup Load,Complete,9010144106,Shipped,0309191940,METG,,,
01/30/2024,04:00,4219724,Live Load,Complete,9010143949,Shipped,0309189929,METG,,,
01/30/2024,04:00,4219778,Pickup Load,Complete,9010144117,Shipped,0309191985,HEYL,,,
01/30/2024,05:00,4219902,Pickup Load,Complete,9010144236,Shipped,0309191925,METG,,,
01/30/2024,05:00,4219892,Pickup Load,Complete,9010144116,Shipped,0309191991,PRIJ,,,
01/30/2024,05:00,4219780,Pickup Load,Canceled,9010143927,Shipped,0309189425,HEYL,,,
01/30/2024,05:00,4219973,Live Load,Complete,9010144280,Shipped,0309196026,CXAN,,,
01/30/2024,05:18,42110661,Drop Empty,Complete,,,,HEY2,,,
01/30/2024,05:27,42110663,Drop Empty,Complete,,,,HEY2,,,
01/30/2024,06:00,4219975,Live Load,Complete,9010144288,Shipped,0309196025,CXAN,,,
01/30/2024,06:00,4219867,Live Load,Complete,9010143882,Shipped,0309188123,CPU,,,BJs Logistics
01/30/2024,06:00,4219718,Live Load,Complete,9010143924,Shipped,0309189426,METG,,,
01/30/2024,06:00,4219813,Live Load,Complete,9010144103,Shipped,0309191948,MTEN,,,
01/30/2024,06:27,42110665,Drop Unload,Complete,,,,HEY2,0201364354,Receiving Verified,
01/30/2024,07:00,42110251,Pickup Load,Complete,9010144110,Shipped,0309191996,RBTW,,,R.E. Garrison Trucking is picking it up
01/30/2024,07:00,42110316,Live Load,Complete,9010143907,Shipped,0309189041,CPU,,,Marten
01/30/2024,07:00,4219694,Pickup Load,Complete,9010143996,Shipped,0309190904,CPU,,,Davis
01/30/2024,07:00,4219977,Live Load,Complete,9010144281,Shipped,0309196029,CXAN,,,
01/30/2024,08:00,42110088,Live Load,Complete,9010143978,Shipped,0309190382,CPU,,,Kottke
01/30/2024,08:00,42110676,Drop Unload,Complete,,,,HEY2,0201364371,Receiving Verified,
01/30/2024,08:00,4219921,Pickup Load,Complete,9010143956,Shipped,0309189895,CJHT,,,
01/30/2024,08:00,4219851,Live Load,Complete,9010144201,Shipped,0309194353,SQNS,,,
01/30/2024,09:00,4219601,Pickup Load,Complete,9010144083,Shipped,0309191923,TBXK,,,
01/30/2024,09:00,4219593,Pickup Load,Complete,9010143902,Shipped,0309188380,TBXK,,,
01/30/2024,09:00,4219596,Pickup Load,Complete,9010144060,Shipped,0309190965,TBXK,,,
01/30/2024,09:00,4219636,Pickup Load,Complete,9010143980,Shipped,0309190478,CPU,,,
01/30/2024,10:00,4219815,Live Load,Complete,9010144104,Shipped,0309191943,MTEN,,,
01/30/2024,10:00,4219648,Pickup Load,Complete,9010143860,Shipped,0309187261,CPU,,,Publix
01/30/2024,10:00,4219638,Pickup Load,Complete,9010143982,Shipped,0309190513,CPU,,,Publix
01/30/2024,10:00,4219654,Pickup Load,Complete,9010143993,Shipped,0309190861,CPU,,,Davis
01/30/2024,10:22,42110768,Drop Unload,Complete,,,,HEY2,0201364374,Receiving Verified,
01/30/2024,11:00,4219855,Live Load,Complete,9010144108,Shipped,0309191957,SQNS,,,
01/30/2024,11:00,42110013,Live Load,Complete,9010143963,Shipped,0309190253,CPU,,,Trinity Logistics 
01/30/2024,11:00,4219857,Live Load,Complete,9010144107,Shipped,0309191956,SQNS,,,
01/30/2024,11:43,42110798,Pickup Load,Complete,9010144417,Shipped,0309198935,HEYL,,,
01/30/2024,12:00,42110127,Pickup Load,Complete,9010143964,Shipped,0309190251,CPU,,,Spot Inc. 
01/30/2024,12:00,4219607,Live Load,Complete,9010144136,Shipped,0309192017,MOEG,,,
01/30/2024,12:00,42110105,Live Load,Complete,9010143989,Shipped,0309190664,CPU,,,Longship 
01/30/2024,13:00,42110129,Live Load,Complete,9010143971,Shipped,0309190347,CPU,,,Spot Inc. 
01/30/2024,13:00,42110018,Live Load,Complete,9010143905,Shipped,0309189037,CPU,,,Sunstate
01/30/2024,13:00,4219853,Pickup Load,Complete,9010144199,Shipped,0309194352,SQNS,,,
01/30/2024,13:00,4219859,Live Load,Complete,9010144198,Shipped,0309194351,SQNS,,,
01/30/2024,14:00,42110131,Live Load,Complete,9010143966,Shipped,0309190310,CPU,,,Spot Inc. 
01/30/2024,14:00,42110009,Live Load,Complete,9010144072,Shipped,0309191064,RBTW,,,
01/30/2024,14:00,4219861,Live Load,Complete,9010144114,Shipped,0309191942,SQNS,,,
01/30/2024,14:00,42110319,Pickup Load,Complete,9010143908,Shipped,0309189039,CPU,,,Marten
01/30/2024,15:00,4219888,Pickup Load,Complete,9010144055,Shipped,0309190967,PRIJ,,,
01/30/2024,15:00,42110336,Pickup Load,Complete,9010143863,Shipped,0309187390,CPU,,,Marten
01/30/2024,15:00,4219591,Pickup Load,Complete,9010143852,Shipped,0309186613,STVV,,,
01/30/2024,16:00,42110394,Pickup Load,Complete,9010144115,Shipped,0309192000,WIEL,,,
01/30/2024,16:00,4219863,Live Load,Complete,9010144200,Shipped,0309194349,SQNS,,,
01/30/2024,16:00,4219890,Pickup Load,Complete,9010144056,Shipped,0309190966,PRIJ,,,
01/30/2024,17:00,42110523,Live Unload,Complete,,,,,060547646,Receiving Verified,
01/30/2024,17:00,42110164,Live Load,Complete,9010143904,Shipped,0309189036,CPU,,,Publix
01/30/2024,18:00,4219917,Live Load,Complete,9010144240,Shipped,0309194464,SQNS,,,
01/30/2024,18:00,42110144,Pickup Load,Complete,9010143867,Shipped,0309187892,CPU,,,Publix - Driver Left
01/30/2024,19:00,42110355,Live Load,Complete,9010143958,Shipped,0309190098,CPU,,,Publix
01/30/2024,19:00,42110579,Live Unload,Complete,,,,NCC4,0201361811,Receiving Verified,
01/30/2024,19:00,4219798,Live Load,Complete,9010143915,Shipped,0309189424,STVV,,,
01/30/2024,19:00,42110680,Live Load,Complete,9010144467,Shipped,0309199709,CPU,,,
01/30/2024,19:21,42111129,Drop Unload,Complete,,,,HEY2,0201364468,Receiving Verified,
01/30/2024,20:00,42110056,Live Load,Complete,9010143953,Shipped,0309190124,CPU,,,Publix
01/30/2024,20:00,42110525,Live Unload,Complete,,,,,060547647,Receiving Verified,
01/30/2024,21:00,42110684,Live Load,Complete,9010143973,Shipped,0309190354,CPU,,,Martin Brower
01/30/2024,21:00,42110253,Live Load,Complete,9010144086,Shipped,0309191944,RBTW,,,
01/30/2024,21:06,42111131,Drop Unload,Complete,,,,HEY2,0201364573,Receiving Verified,
01/30/2024,21:09,42111133,Drop Unload,Complete,,,,HEY2,0201364544,Receiving Verified,
01/30/2024,21:20,42111135,Drop Unload,Complete,,,,HEY2,0201364612,Receiving Verified,
01/30/2024,22:00,42110557,Live Unload,Complete,,,,NCC4,0201361805,Receiving Verified,
01/30/2024,22:00,42111137,Drop Unload,Complete,,,,HEY2,0201364050,Receiving Verified,
01/30/2024,22:11,42111140,Drop Unload,Complete,,,,HEY2,,,
01/30/2024,23:39,42111144,Drop Empty,Complete,,,,HEY2,,,
01/31/2024,00:00,42111253,Pickup Load,Canceled,9010144091,,0309192005,CPU,,,Publix
01/31/2024,00:47,42111146,Drop Unload,Complete,,,,HEY2,0201364702,Receiving Verified,
01/31/2024,01:00,42110598,Live Unload,Complete,,,,NCC4,0201361815,Receiving Verified,
01/31/2024,01:00,42110998,Pickup Load,Canceled,9010144096,Shipped,0309192012,CPU,,,Davis
01/31/2024,01:00,42110980,Live Load,Complete,,,,CPU,,,Heyl
01/31/2024,01:00,42110994,Pickup Load,Canceled,9010144112,Shipped,0309192111,CPU,,,Davis
01/31/2024,01:51,42111148,Drop Unload,Complete,,,,HEY2,0201364709,Receiving Verified,
01/31/2024,02:00,42110976,Live Load,Complete,9010143952,Shipped,0309190140,CPU,,,Heyl
01/31/2024,02:00,42110604,Live Unload,Complete,,,,NCC4,0201361816,Receiving Verified,
01/31/2024,02:00,4219688,Pickup Load,Complete,9010143910,Shipped,0309188998,HEYL,,,
01/31/2024,02:00,42110978,Live Load,Complete,9010143957,Shipped,0309190157,CPU,,,Heyl
01/31/2024,02:48,42111150,Drop Empty,Complete,,,,HEY2,,,
01/31/2024,03:00,4219762,Pickup Load,Complete,9010144186,Shipped,0309194265,HEYL,,,
01/31/2024,03:00,4219736,Live Load,Complete,9010143862,Shipped,0309187121,METG,,,
01/31/2024,03:00,42110972,Pickup Load,Complete,9010143955,Shipped,0309190132,CPU,,,
01/31/2024,03:00,4219758,Pickup Load,Complete,9010144187,Shipped,0309194218,HEYL,,,
01/31/2024,03:34,42111152,Drop Unload,Complete,,,,HEY2,0201364713,Receiving Verified,
01/31/2024,04:00,42110610,Live Unload,Complete,,,,NCC4,0201361817,Receiving Verified,
01/31/2024,04:00,4219877,Live Load,Complete,9010143923,Shipped,0309189982,CPU,,,BJs Logistics
01/31/2024,04:00,4219979,Live Load,Complete,9010144285,Shipped,0309196030,CXAN,,,
01/31/2024,04:00,4219869,Live Load,Complete,9010143898,Shipped,0309188115,CPU,,,BJs Logistics
01/31/2024,04:32,42111156,Drop Empty,Complete,,,,HEY2,,,
01/31/2024,05:00,4219981,Live Load,Complete,9010144283,Shipped,0309196036,CXAN,,,
01/31/2024,05:00,4219983,Live Load,Complete,9010144289,Shipped,0309196035,CXAN,,,
01/31/2024,05:00,4219896,Live Load,Complete,9010144084,Shipped,0309191811,PRIJ,,,
01/31/2024,05:00,42110615,Drop Unload,Complete,,,,NCC4,0201361818,Receiving Verified,
01/31/2024,05:33,42111158,Drop Empty,Complete,,,,HEY2,,,
01/31/2024,06:00,4219985,Live Load,Complete,9010144286,Shipped,0309196034,CXAN,,,
01/31/2024,06:00,4219734,Live Load,Complete,9010143903,Shipped,0309188446,METG,,,
01/31/2024,06:00,42110773,Pickup Load,Complete,9010144004,Shipped,0309190759,CPU,,,Marten
01/31/2024,06:00,42110617,Live Unload,Complete,,,,NCC4,0201361819,Receiving Verified,
01/31/2024,07:00,42110346,Live Load,Complete,9010143891,Shipped,0309188419,CPU,,,Armstrong Trans. 
01/31/2024,07:00,42110353,Live Load,Complete,9010144097,Shipped,0309192008,CPU,,,Publix
01/31/2024,07:00,42110974,Pickup Load,Canceled,9010143954,Shipped,0309190138,CPU,,,Heyl
01/31/2024,07:00,42110619,Live Unload,Complete,,,,NCC4,0201361820,Receiving Verified,
01/31/2024,08:00,42110273,Live Load,Complete,9010143967,Shipped,0309190315,CPU,,,Spot Inc. 
01/31/2024,08:00,42110852,Live Load,Scheduled,,,,,,,
01/31/2024,08:56,42111185,Pickup Load,Complete,9010144431,Shipped,0309199023,HEY2,,,
01/31/2024,09:00,4219640,Pickup Load,Complete,9010143981,Shipped,0309190508,CPU,,,Publix
01/31/2024,09:07,42111193,Pickup Load,Complete,9010144434,Shipped,0309199043,HEYL,,,
01/31/2024,09:18,42111201,Drop Empty,Complete,,,,CPU,,,
01/31/2024,10:00,42110113,Live Load,Complete,9010143959,Shipped,0309190162,CPU,,,Publix
01/31/2024,10:00,4219997,Live Load,Complete,9010143987,Shipped,0309190638,CPU,,,Publix
01/31/2024,10:00,4219882,Live Load,Complete,9010144237,Shipped,0309190416,MOEG,,,
01/31/2024,10:00,4219835,Live Load,Canceled,9010144191,Shipped,0309194222,METG,,,
01/31/2024,11:00,42110030,Live Load,Complete,9010144324,Shipped,0309195700,MOEG,,,
01/31/2024,11:00,42110062,Live Unload,Complete,,,,,060547436,Receiving Verified,
01/31/2024,11:00,42110984,Pickup Load,Complete,9010143983,Shipped,0309190605,CPU,,,Marten
01/31/2024,12:00,4219738,Live Load,Complete,9010143861,Shipped,0309187107,METG,,,
01/31/2024,12:00,42110102,Drop Unload,Complete,,,,,060547438,Receiving Verified,
01/31/2024,12:00,42110217,Drop Unload,Complete,,,,,060547441,Receiving Verified,
01/31/2024,13:00,42110121,Live Load,Complete,9010144292,Shipped,0309190359,CPU,,,Sunset/ Armada
01/31/2024,13:00,42110285,Live Load,Complete,9010143985,Shipped,0309190614,CPU,,,Longship 
01/31/2024,13:00,42110175,Live Load,Complete,9010143990,Shipped,0309190676,CPU,,,Marten
01/31/2024,13:00,42110117,Live Load,Complete,9010143930,Shipped,0309189970,CPU,,,Western Flyer Exp.
01/31/2024,14:00,42110078,Live Load,Complete,9010144399,Shipped,0309197724,CJHT,,,
01/31/2024,14:00,4219923,Live Load,Complete,9010144189,Shipped,0309194223,CJHT,,,
01/31/2024,15:00,42110098,Live Load,Complete,9010143992,Shipped,0309190863,CPU,,,Jerue
01/31/2024,15:00,4219967,Drop Unload,Complete,,,,,060547434,Receiving Verified,
01/31/2024,15:00,42110001,Live Load,Complete,9010144082,Shipped,0309191547,SQNS,,,
01/31/2024,16:00,42110281,Live Load,Complete,9010143844,Shipped,0309186732,CPU,,,R.E Garrison
01/31/2024,16:00,42111142,Live Load,Complete,9010144842,Shipped,0309204029,CPU,,,HOT - Please expedite this order (email from Dawn Collier)
01/31/2024,16:00,4219634,Live Load,Complete,9010143968,Shipped,0309190313,CPU,,,Magellan
01/31/2024,17:00,42111308,Live Load,Complete,9010144216,Shipped,0309190608,CPU,,,Kroger
01/31/2024,17:00,42110160,Pickup Load,Canceled,9010143920,Shipped,0309189883,CPU,,,Publix
01/31/2024,18:00,42110162,Pickup Load,Canceled,9010143917,,0309189909,CPU,,,Publix
01/31/2024,18:00,42110150,Pickup Load,Canceled,9010143928,Shipped,0309189874,CPU,,,Publix
01/31/2024,18:00,42110293,Live Load,Complete,9010144085,Shipped,0309191815,WIEL,,,
01/31/2024,18:00,42110351,Live Load,Canceled,9010144167,Shipped,0309193541,CPU,,,Armstrong Trans. 
01/31/2024,19:00,42110495,Live Load,Complete,9010143864,Shipped,0309187438,CPU,,,
01/31/2024,19:00,42110507,Drop Unload,Complete,,,,,060547637,Receiving Verified,
01/31/2024,20:00,42110808,Live Load,Complete,9010144089,Shipped,0309192006,CPU,,,Sunstate
01/31/2024,20:00,42110762,Pickup Load,Canceled,9010143943,Shipped,0309190021,CPU,,,Publix
01/31/2024,20:51,42111451,Drop Empty,Complete,,,,TBXK,,,
01/31/2024,20:59,42111453,Drop Empty,Scheduled,,,,OKL1,,,
01/31/2024,21:00,42111021,Live Load,Complete,9010143965,Shipped,0309190293,CPU,,,Capital Logistics
01/31/2024,21:00,42111002,Pickup Load,Canceled,9010144090,Shipped,0309192002,CPU,,,Davis
01/31/2024,21:00,42111449,Drop Unload,Complete,,,,HEYL,0201364887,Receiving Verified,
01/31/2024,21:00,42111000,Pickup Load,Canceled,9010144092,Shipped,0309192004,CPU,,,Davis
01/31/2024,21:00,42111031,Live Load,Canceled,9010143892,Shipped,0309188418,CPU,,,Universal
01/31/2024,21:08,42111455,Drop Empty,Scheduled,,,,OKL1,,,
01/31/2024,21:16,42111457,Drop Unload,Complete,,,,HEYL,,,
01/31/2024,21:23,42111459,Drop Empty,Complete,,,,MTEN,,,
01/31/2024,21:25,42111461,Drop Empty,Complete,,,,OKL1,,,
01/31/2024,21:27,42111463,Drop Unload,Complete,,,,HEYL,0201364940,Receiving Verified,
01/31/2024,22:00,42111074,Live Load,Complete,,,,CPU,,,Publix
01/31/2024,22:00,42111106,Drop Unload,Complete,,,,NCC4,0201361812,Cancelled,4702103300 - there is no asn currently in the system but we have been instructed to create an appointment.
01/31/2024,22:00,42111035,Live Load,Canceled,9010143899,Shipped,0309188146,CPU,,,Universal
01/31/2024,22:00,42111072,Live Load,Complete,9010144093,Shipped,0309192011,CPU,,,Publix
01/31/2024,22:00,42111251,Pickup Load,Canceled,9010144094,Shipped,0309192007,CPU,,,Publix
01/31/2024,22:49,42111465,Drop Empty,Complete,,,,OKL1,,,
01/31/2024,22:59,42111467,Drop Unload,Complete,,,,HEY2,0201364975,Receiving Verified,
01/31/2024,23:00,42111249,Pickup Load,Canceled,9010143914,Shipped,0309189923,CPU,,,Publix
01/31/2024,23:47,42111469,Drop Unload,Complete,,,,HEY2,0201364941,Receiving Verified,
02/01/2024,00:00,42110884,Pickup Load,Canceled,9010144169,Shipped,0309193807,CPU,,,Load Marten 
02/01/2024,00:00,4219837,Pickup Load,Complete,9010144191,Shipped,0309194222,METG,,,
02/01/2024,00:00,42110868,Live Unload,Canceled,,,,,,,4702104211
02/01/2024,00:00,42110766,Pickup Load,Canceled,9010144029,Shipped,0309191347,CPU,,,Publix
02/01/2024,00:00,4219732,Pickup Load,Complete,9010144123,Shipped,0309192157,METG,,,
02/01/2024,00:45,42111486,Drop Unload,Complete,,,,HEY2,0201365000,Receiving Verified,
02/01/2024,00:48,42111488,Drop Empty,Complete,,,,HEYL,,,
02/01/2024,00:50,42111490,Drop Empty,Complete,,,,OKL1,,,
02/01/2024,01:00,4219729,Pickup Load,Complete,9010144124,Shipped,0309192173,METG,,,
02/01/2024,01:00,42110080,Pickup Load,Complete,9010144387,Shipped,0309196903,CJHT,,,
02/01/2024,01:00,42110509,Drop Unload,Complete,,,,,060547639,Receiving Verified,
02/01/2024,01:00,4219726,Pickup Load,Complete,9010144122,Shipped,0309192158,METG,,,
02/01/2024,01:00,42110800,Pickup Load,Canceled,9010144040,Shipped,0309189946,CPU,,,Publix
02/01/2024,01:06,42111492,Drop Unload,Complete,,,,HEY2,0201365001,Receiving Verified,
02/01/2024,01:17,42111494,Drop Empty,Scheduled,,,,HEY2,,,
02/01/2024,01:33,42111506,Drop Empty,Complete,,,,OKLE,,,
02/01/2024,02:00,4219740,Pickup Load,Complete,9010144137,Shipped,0309192387,METG,,,
02/01/2024,02:00,4219748,Pickup Load,Scheduled,9010143911,,0309188997,METG,,,
02/01/2024,02:00,4219750,Pickup Load,Complete,9010144078,Shipped,0309191265,METG,,,
02/01/2024,02:00,4219752,Pickup Load,Complete,9010144079,Shipped,0309191212,METG,,,
02/01/2024,02:00,4219692,Pickup Load,Scheduled,9010144044,,0309191231,HEYL,,,
02/01/2024,02:00,4219742,Pickup Load,Complete,9010144134,Shipped,0309192388,METG,,,
02/01/2024,02:47,42111508,Drop Unload,Complete,,,,HEY2,0201365019,Receiving Verified,
02/01/2024,02:52,42111510,Drop Empty,Scheduled,,,,OKLE,,,
02/01/2024,03:00,4219839,Live Load,Complete,9010144202,Shipped,0309194152,HEYL,,,
02/01/2024,03:00,4219754,Pickup Load,Canceled,9010144076,Shipped,0309191262,METG,,,
02/01/2024,03:00,42111213,Pickup Load,Canceled,9010144012,Shipped,0309191321,CPU,,,Sunstate
02/01/2024,03:00,4219764,Pickup Load,Canceled,9010144081,Shipped,0309191216,METG,,,
02/01/2024,03:00,4219756,Pickup Load,Canceled,9010144074,Shipped,0309191257,METG,,,
02/01/2024,03:00,4219766,Pickup Load,Scheduled,9010144043,,0309191189,HEYL,,,
02/01/2024,03:00,4219884,Pickup Load,Scheduled,9010144230,,0309191233,HEYL,,,
02/01/2024,03:14,42111528,Live Load,Complete,,,,CPU,,,
02/01/2024,03:50,42111530,Drop Empty,Complete,,,,OKL1,,,
02/01/2024,04:00,4219871,Live Load,Complete,,,,CPU,,,BJs Logistics
02/01/2024,04:00,4219622,Pickup Load,Complete,9010143946,Shipped,0309190041,CPU,,,Publix- Orlando 
02/01/2024,04:00,4219910,Pickup Load,Scheduled,9010144068,,0309191229,MTEN,,,
