Appointment Date,Appointment Time,Appointment Nbr,Appointment Type,Appointment Status,Shipment Nbr,Order Status,REF Shipment Nbr,Carrier,ASN,ASN Status,Appointment Notes
03/05/2024,03:00,42118652,Pickup Load,Complete,9010150706,Shipped,0309256488,CJHT,,,
03/05/2024,03:00,42118423,Pickup Load,Complete,9010150677,Shipped,0309255632,CJHT,,,
03/05/2024,03:45,42119814,Drop Unload,Complete,,,,HEY2,0201372825,Receiving Verified,
03/05/2024,04:00,42118668,Pickup Load,Scheduled,9010150730,Shipped,0309256481,HEYL,,,
03/05/2024,04:00,42117936,Pickup Load,Complete,9010150308,Shipped,0309251416,MTEN,,,
03/05/2024,04:00,42118563,Pickup Load,Scheduled,9010150736,Shipped,0309256484,MTEN,,,
03/05/2024,04:00,42118569,Pickup Load,Complete,9010150754,Shipped,0309256425,METG,,,
03/05/2024,04:00,42118724,Live Load,Complete,9010150501,Shipped,0309253694,CPU,,,BJs Logistics
03/05/2024,04:00,42118670,Pickup Load,Complete,9010150733,Shipped,0309256473,HEYL,,,
03/05/2024,04:00,42118832,Pickup Load,Complete,9010150830,Shipped,0309258426,CJHT,,,
03/05/2024,04:00,42118722,Live Load,Complete,9010150502,Shipped,0309253705,CPU,,,BJs Logistics
03/05/2024,04:00,42118549,Pickup Load,Complete,9010150751,Shipped,0309256407,METG,,,
03/05/2024,04:00,42118561,Pickup Load,Complete,9010150755,Shipped,0309256416,METG,,,
03/05/2024,04:19,42119816,Drop Unload,Scheduled,,,,OKLE,0201373332,Receiving Verified,
03/05/2024,05:00,42118858,Pickup Load,Scheduled,9010150838,Shipped,0309258693,HEYL,,,
03/05/2024,05:00,42118893,Pickup Load,Complete,9010150867,Shipped,0309258692,METG,,,
03/05/2024,05:00,42119070,Live Load,Complete,9010150700,Shipped,0309256408,WALM,,,Walmart
03/05/2024,05:00,42118856,Pickup Load,Complete,9010150836,Shipped,0309258684,HEYL,,,
03/05/2024,05:00,42118854,Pickup Load,Complete,9010150840,Shipped,0309258677,HEYL,,,
03/05/2024,05:00,42118434,Pickup Load,Complete,9010150223,Shipped,0309251489,CPU,,,Load on Prime 
03/05/2024,05:00,42118906,Pickup Load,Complete,9010150857,Shipped,0309258679,MTEN,,,
03/05/2024,05:00,42119066,Pickup Load,Scheduled,9010150686,Shipped,0309255990,CJHT,,,
03/05/2024,05:00,42118912,Live Load,Complete,9010150851,Shipped,0309258689,MTEN,,,
03/05/2024,05:00,42118896,Pickup Load,Complete,9010150868,Shipped,0309258685,CJHT,,,
03/05/2024,06:00,42119159,Pickup Load,Complete,9010150616,Shipped,0309255185,PRIJ,,,
03/05/2024,06:00,42118934,Pickup Load,Complete,9010150490,Shipped,0309253401,CPU,,,Load on Marten 
03/05/2024,06:00,42119161,Pickup Load,Complete,9010150722,Shipped,0309256487,PRIJ,,,
03/05/2024,06:00,42119201,Pickup Load,Complete,9010150795,Shipped,0309257667,PRIJ,,,
03/05/2024,06:00,42118119,Live Load,Complete,9010150212,Shipped,0309251366,CPU,,,FOOD AUTHORITY HAYATTSVILLEMD
03/05/2024,06:00,42119165,Pickup Load,Complete,9010150720,Shipped,0309256486,PRIJ,,,
03/05/2024,06:00,42119163,Pickup Load,Complete,9010150718,Shipped,0309256490,PRIJ,,,
03/05/2024,06:00,42118908,Pickup Load,Complete,9010150852,Shipped,0309258680,MTEN,,,
03/05/2024,06:00,42118623,Live Load,Complete,9010150717,Shipped,0309256413,STVV,,,
03/05/2024,06:00,42119126,Pickup Load,Complete,9010150866,Shipped,0309258822,WIEL,,,WIEL
03/05/2024,07:00,42119229,Pickup Load,Complete,9010150766,Shipped,0309257317,CPU,,,Load on Davis 
03/05/2024,07:00,42118621,Pickup Load,Complete,9010150666,Shipped,0309255644,STVV,,,
03/05/2024,07:00,42118882,Live Load,Complete,9010150735,Shipped,0309256492,MTEN,,,
03/05/2024,07:00,42119384,Live Load,Complete,9010151164,Shipped,0309262863,CXAN,,,
03/05/2024,07:00,42118902,Pickup Load,Scheduled,9010150856,Shipped,0309258688,MTEN,,,
03/05/2024,07:00,42118880,Live Load,Complete,9010150732,Shipped,0309256485,MTEN,,,
03/05/2024,07:00,42118413,Live Load,Complete,9010150665,Shipped,0309255188,METG,,,
03/05/2024,07:00,42118886,Pickup Load,Complete,9010150728,Shipped,0309256491,MTEN,,,
03/05/2024,07:00,42118609,Live Load,Complete,9010150734,Shipped,0309256421,STVV,,,
03/05/2024,07:00,42119382,Live Load,Complete,9010151171,Shipped,0309262865,CXAN,,,
03/05/2024,08:00,42118581,Live Load,Complete,9010150721,Shipped,0309256477,RBTW,,,
03/05/2024,08:00,42118583,Live Load,Complete,9010150719,Shipped,0309256480,RBTW,,,
03/05/2024,08:00,42118619,Pickup Load,Complete,9010150667,Shipped,0309255629,STVV,,,
03/05/2024,08:00,42118287,Live Load,Complete,9010150209,Shipped,0309251338,CPU,,,Armstrong Transport
03/05/2024,08:00,42118605,Pickup Load,Complete,9010150731,Shipped,0309256483,STVV,,,
03/05/2024,08:00,42118904,Pickup Load,Scheduled,9010150861,Shipped,0309258674,MTEN,,,
03/05/2024,08:00,42118772,Live Load,Complete,9010150764,Shipped,0309257304,CPU,,,Trinity 
03/05/2024,08:00,42118936,Live Load,Complete,9010150492,Shipped,0309253403,CPU,,,Load on Marten 
03/05/2024,08:00,42118884,Pickup Load,Complete,9010150729,Shipped,0309256489,MTEN,,,
03/05/2024,08:00,42118860,Live Load,Complete,9010150315,Shipped,0309251461,SQNS,,,
03/05/2024,09:00,42119157,Pickup Load,Complete,9010150512,Shipped,0309253921,CPU,,,Load on Prime 
03/05/2024,09:00,42118463,Pickup Load,Complete,9010150299,Shipped,0309251798,CPU,,,Load on Marten 
03/05/2024,09:00,42119510,Pickup Load,Canceled,9010151245,Shipped,0309264867,CJHT,,,
03/05/2024,09:00,42118864,Live Load,Complete,9010150724,Shipped,0309256475,SQNS,,,
03/05/2024,09:00,42119036,Live Load,Complete,9010150762,Shipped,0309257306,CPU,,,Grizz Logistics
03/05/2024,09:00,42119388,Live Load,Complete,9010151161,Shipped,0309262866,CXAN,,,
03/05/2024,09:00,42118959,Live Load,Complete,9010150831,Shipped,0309258681,WALM,,,
03/05/2024,09:00,42118943,Live Load,Complete,9010150723,Shipped,0309256651,CPU,,,Kottke
03/05/2024,09:00,42118461,Live Load,Complete,9010150498,Shipped,0309253594,CPU,,,Load on Marten 
03/05/2024,09:00,42119602,Pickup Load,Complete,9010150389,Shipped,0309252792,CPU,,,Load on Target 
03/05/2024,09:00,42118961,Live Load,Complete,9010150833,Shipped,0309258676,WALM,,,
03/05/2024,10:00,42118862,Live Load,Complete,9010150726,Shipped,0309256476,SQNS,,,
03/05/2024,10:00,42118678,Live Load,Complete,9010150515,Shipped,0309253942,CPU,,,Grizz Logistics
03/05/2024,10:00,42117811,Drop Unload,Complete,,,,,060613051,Receiving Verified,
03/05/2024,10:00,42117805,Drop Unload,Scheduled,,,,,060613033,Receiving Verified,
03/05/2024,10:00,42117807,Drop Unload,Complete,,,,,060613036,Receiving Verified,
03/05/2024,10:00,42118189,Live Load,Complete,9010150499,Shipped,0309253578,CPU,,,Trinity 
03/05/2024,10:00,42117809,Drop Unload,Complete,,,,,060613047,Receiving Verified,
03/05/2024,10:00,42118648,Live Load,Complete,9010150708,Shipped,0309256479,CJHT,,,
03/05/2024,10:00,42118676,Live Load,Complete,9010150496,Shipped,0309253580,CPU,,,Grizz Logistics
03/05/2024,10:00,42118629,Pickup Load,Complete,9010150703,Shipped,0309256482,WALM,,,
03/05/2024,11:00,42117920,Live Load,Complete,9010150210,Shipped,0309251346,CPU,,,Holland 
03/05/2024,11:00,42118533,Live Load,Complete,9010150705,Shipped,0309256420,CLLQ,,,
03/05/2024,12:00,42118146,Live Load,Complete,9010150488,Shipped,0309253287,CPU,,,Stevens Transport
03/05/2024,12:00,42118275,Live Load,Complete,9010150366,Shipped,0309252596,CPU,,,Stevens
03/05/2024,13:00,42118603,Pickup Load,Complete,9010150727,Shipped,0309256478,STVV,,,
03/05/2024,13:00,42118565,Live Load,Complete,9010150714,Shipped,0309256409,CJHT,,,
03/05/2024,13:00,42118646,Live Load,Complete,9010150713,Shipped,0309256417,CJHT,,,
03/05/2024,13:00,42118425,Live Load,Complete,9010150676,Shipped,0309255187,CJHT,,,
03/05/2024,13:00,42118682,Live Load,Complete,9010150748,Shipped,0309256791,CPU,,,Grizz Logistics
03/05/2024,14:00,42118195,Live Load,Complete,9010150518,Shipped,0309253941,CPU,,,Trinity 
03/05/2024,14:00,42117948,Pickup Load,Scheduled,9010150310,Shipped,0309251347,STVV,,,
03/05/2024,15:00,42118698,Live Load,Complete,9010150521,Shipped,0309254102,CPU,,,Armstrong Transport
03/05/2024,15:00,42118764,Live Load,Complete,9010150303,Shipped,0309251815,CPU,,,Arrive Logistics
03/05/2024,15:00,42118640,Live Load,Complete,9010150711,Shipped,0309256422,CJHT,,,
03/05/2024,15:00,42118766,Live Load,Complete,9010150301,Shipped,0309251818,CPU,,,Arrive Logistics
03/05/2024,15:00,42118587,Live Load,Complete,9010150740,Shipped,0309256786,CPU,,,Trinity 
03/05/2024,15:00,42117767,Drop Unload,Complete,,,,,060612977,Receiving Verified,
03/05/2024,15:00,42118537,Live Load,Complete,9010150704,Shipped,0309256418,CLLQ,,,
03/05/2024,15:00,42118585,Live Load,Complete,9010150745,Shipped,0309256790,CPU,,,Trinity 
03/05/2024,15:00,42118680,Live Load,Complete,9010150747,Shipped,0309256789,CPU,,,Grizz Logistics
03/05/2024,15:00,42118918,Live Load,Complete,9010150842,Shipped,0309258686,SQNS,,,
03/05/2024,16:00,42118969,Live Load,Complete,9010150746,Shipped,0309256792,CPU,,,Spot INC 
03/05/2024,16:00,42118989,Live Load,Complete,9010150788,Shipped,0309257474,RBTW,,,
03/05/2024,16:00,42118928,Live Load,Complete,9010150849,Shipped,0309258706,SQNS,,,
03/05/2024,16:00,42119001,Live Load,Complete,9010150847,Shipped,0309258675,RBTW,,,
03/05/2024,16:00,42118922,Live Load,Complete,9010150845,Shipped,0309258690,SQNS,,,
03/05/2024,16:00,42117926,Live Load,Complete,9010150213,Shipped,0309251389,CPU,,,Frey Miller
03/05/2024,16:00,42118768,Live Load,Complete,9010150398,Shipped,0309252838,CPU,,,Arrive Logistics
03/05/2024,16:00,42119143,Live Load,Complete,9010150825,Shipped,0309258223,STVV,,,
03/05/2024,16:00,42118995,Live Load,Complete,9010150793,Shipped,0309257485,RBTW,,,
03/05/2024,16:00,42119151,Live Load,Complete,9010150854,Shipped,0309258687,STVV,,,
03/05/2024,17:00,42119247,Pickup Load,Scheduled,9010150862,Shipped,0309258733,WIEL,,,
03/05/2024,17:00,42119042,Live Load,Complete,9010150897,Shipped,0309252752,CPU,,,Stevens
03/05/2024,17:00,42118868,Live Load,Complete,9010150716,Shipped,0309256419,SQNS,,,
03/05/2024,17:00,42118926,Live Load,Complete,9010150848,Shipped,0309258705,SQNS,,,
03/05/2024,17:00,42118150,Live Load,Complete,9010150424,Shipped,0309253116,CPU,,,Somerset Logistics - KROGER FRED MEYER
03/05/2024,17:00,42119243,Pickup Load,Complete,9010150853,Shipped,0309258691,WIEL,,,
03/05/2024,17:00,42119169,Live Load,Complete,9010150850,Shipped,0309258682,STVV,,,
03/05/2024,17:00,42118924,Live Load,Complete,9010150843,Shipped,0309258683,SQNS,,,
03/05/2024,17:00,42118991,Live Load,Complete,9010150792,Shipped,0309257475,RBTW,,,
03/05/2024,17:00,42118997,Live Load,Complete,9010150786,Shipped,0309257484,RBTW,,,
03/05/2024,18:00,42118866,Live Load,Complete,9010150510,Shipped,0309253759,SQNS,,,
03/05/2024,18:00,42118870,Live Load,Complete,9010150707,Shipped,0309256415,SQNS,,,
03/05/2024,18:00,42119615,Live Load,Complete,9010151358,Shipped,0309267002,SQNS,,,
03/05/2024,18:00,42118999,Live Load,Complete,9010150790,Shipped,0309257486,RBTW,,,
03/05/2024,18:00,42119356,Live Load,Complete,9010150218,Shipped,0309251426,CPU,,,7/11
03/05/2024,18:00,42113300,Live Load,Complete,9010145620,Shipped,0309209488,CPU,,,CH Robinson
03/05/2024,18:00,42117928,Live Load,Complete,9010150219,Shipped,0309251427,CPU,,,Frey Miller
03/05/2024,18:00,42119432,Live Load,Complete,9010150322,Shipped,0309251963,CPU,,,Stevens
03/05/2024,18:00,42119434,Live Load,Complete,9010150321,Shipped,0309251975,CPU,,,Stevens
03/05/2024,18:00,42118993,Live Load,Complete,9010150791,Shipped,0309257483,RBTW,,,
03/05/2024,19:00,42119730,Live Load,Complete,9010150505,Shipped,0309253692,CPU,,,BJs Logistics
03/05/2024,19:00,42118579,Live Load,Complete,9010150710,Shipped,0309256410,RBTW,,,
03/05/2024,19:00,42118774,Live Load,Complete,9010150304,Shipped,0309251462,HTSH,,,
03/05/2024,19:00,42118752,Live Load,Complete,9010150763,Shipped,0309257313,CPU,,,Universal Logistics 
03/05/2024,20:00,42118644,Pickup Load,Canceled,9010150686,Shipped,0309255990,CJHT,,,
03/05/2024,21:00,42118243,Live Load,Complete,9010150540,Shipped,0309254287,RBTW,,,
03/05/2024,21:00,42119050,Pickup Load,Complete,9010150761,Shipped,0309257315,CPU,,,Load on Publix
03/05/2024,22:59,42120100,Drop Unload,Complete,,,,HEY2,0201374600,Receiving Verified,
03/05/2024,23:02,42120103,Drop Unload,Complete,,,,HEY2,0201374391,Receiving Verified,
03/05/2024,23:35,42120105,Drop Unload,Complete,,,,HEY2,0201374376,Receiving Verified,
03/05/2024,23:38,42120107,Drop Unload,Complete,,,,HEY2,0201374439,Receiving Verified,
03/06/2024,01:00,42119319,Pickup Load,Complete,9010150828,Shipped,0309258413,CPU,,,Load on Sunstate
03/06/2024,01:48,42120109,Drop Unload,Complete,,,,HEY2,0201374459,Receiving Verified,
03/06/2024,02:00,42118776,Pickup Load,Complete,9010150808,Shipped,0309257185,CJHT,,,
03/06/2024,02:00,42118736,Pickup Load,Complete,9010150815,Shipped,0309257866,METG,,,
03/06/2024,02:00,42118780,Pickup Load,Complete,9010150807,Shipped,0309257184,CJHT,,,
03/06/2024,02:00,42118744,Pickup Load,Complete,9010150813,Shipped,0309257861,METG,,,
03/06/2024,02:00,42117976,Pickup Load,Complete,9010150396,Shipped,0309252433,METG,,,
03/06/2024,02:00,42118750,Pickup Load,Scheduled,9010150811,Shipped,0309257863,METG,,,
03/06/2024,02:00,42118497,Pickup Load,Complete,9010150693,Shipped,0309255993,METG,,,
03/06/2024,02:00,42118740,Pickup Load,Scheduled,9010150816,Shipped,0309257864,METG,,,
03/06/2024,02:00,42118748,Pickup Load,Scheduled,9010150812,Shipped,0309257862,METG,,,
03/06/2024,02:00,42118746,Pickup Load,Complete,9010150817,Shipped,0309257865,METG,,,
03/06/2024,03:00,42118726,Live Load,Complete,9010150503,Shipped,0309253691,CPU,,,BJs Logistics
03/06/2024,03:00,42120113,Drop Unload,Complete,,,,HEY2,0201374587,Receiving Verified,
03/06/2024,03:00,42118965,Live Load,Complete,9010150846,Shipped,0309258841,WALM,,,
03/06/2024,03:00,42118788,Pickup Load,Complete,9010150818,Shipped,0309258203,CPU,,,Load on Publix 
03/06/2024,03:00,42118890,Pickup Load,Complete,9010150863,Shipped,0309258700,CJHT,,,
03/06/2024,03:00,42118930,Pickup Load,Scheduled,9010150870,Shipped,0309258838,HEYL,,,
03/06/2024,03:00,42118898,Pickup Load,Complete,9010150864,Shipped,0309258842,CJHT,,,
03/06/2024,03:00,42120111,Drop Unload,Complete,,,,HEY2,0201374547,Receiving Verified,
03/06/2024,03:25,42120115,Drop Unload,Complete,,,,HEY2,0201374613,Receiving Verified,
03/06/2024,04:00,42118728,Live Load,Complete,9010150504,Shipped,0309253706,CPU,,,BJs Logistics
03/06/2024,04:00,42118932,Pickup Load,Complete,9010150872,Shipped,0309258837,MTEN,,,
03/06/2024,05:00,42118985,Live Load,Complete,9010150524,Shipped,0309254149,CPU,,,BJs Logistics
03/06/2024,05:00,42119394,Live Load,Complete,9010151159,Shipped,0309262867,CXAN,,,
03/06/2024,06:00,42119398,Live Load,Complete,9010151156,Shipped,0309262868,CXAN,,,
03/06/2024,06:00,42119259,Live Load,Complete,9010150889,Shipped,0309259317,SQNS,,,
03/06/2024,06:00,42119139,Live Load,Scheduled,9010150821,Shipped,0309258201,CPU,,,Load on Marten 
03/06/2024,06:00,42119231,Pickup Load,Complete,9010150837,Shipped,0309258702,CPU,,,Load on Davis 
03/06/2024,06:00,42119235,Pickup Load,Complete,9010150834,Shipped,0309258701,CPU,,,Load on Davis 
03/06/2024,06:00,42119396,Live Load,Complete,9010151160,Shipped,0309262864,CXAN,,,
03/06/2024,06:10,42120117,Drop Unload,Complete,,,,HEY2,0201374344,Receiving Verified,
03/06/2024,07:00,42119261,Live Load,Complete,9010150890,Shipped,0309259211,SQNS,,,
03/06/2024,07:00,42119052,Pickup Load,Complete,9010150820,Shipped,0309258199,CPU,,,Load on Publix 
03/06/2024,07:00,42119263,Live Load,Complete,9010150888,Shipped,0309259210,SQNS,,,
03/06/2024,07:00,42119265,Live Load,Complete,9010150887,Shipped,0309259318,SQNS,,,
03/06/2024,07:00,42118920,Live Load,Complete,9010150871,Shipped,0309258633,METG,,,
03/06/2024,08:00,42118700,Live Load,Complete,9010150529,Shipped,0309254239,CPU,,,Armstrong Transport
03/06/2024,08:00,42118951,Live Load,Complete,9010150865,Shipped,0309258840,RBTW,,,
03/06/2024,08:00,42119436,Live Load,Complete,9010150318,Shipped,0309251980,CPU,,,Stevens
03/06/2024,08:00,42118473,Pickup Load,Complete,9010150267,Shipped,0309251562,CPU,,,Load on Marten 
03/06/2024,08:00,42118142,Live Load,Complete,9010149831,Shipped,0309248398,CPU,,,Coyote - Whataburger
03/06/2024,08:00,42119269,Live Load,Complete,9010150335,Shipped,0309251797,SQNS,,,
03/06/2024,08:00,42119598,Live Load,Complete,9010150541,Shipped,0309254761,CPU,,,Stevens
03/06/2024,08:00,42119267,Live Load,Complete,9010150336,Shipped,0309251795,SQNS,,,
03/06/2024,08:00,42118888,Drop Unload,Complete,,,,,060617291,Receiving Verified,
03/06/2024,09:00,42118963,Live Load,Complete,9010150841,Shipped,0309258833,WALM,,,
03/06/2024,09:00,42119189,Live Load,Complete,9010150765,Shipped,0309257302,CPU,,,Spot INC 
03/06/2024,09:00,42118372,Pickup Load,Complete,9010150664,Shipped,0309255206,STVV,,,
03/06/2024,10:00,42119233,Pickup Load,Scheduled,9010150839,Shipped,0309258703,CPU,,,Load on Davis 
03/06/2024,10:00,42119134,Live Load,Complete,9010150860,Shipped,0309258938,CPU,,,Diel-Jerue Logistics
03/06/2024,10:00,42118131,Drop Unload,Canceled,,,,,060613978,Cancelled,4509860581
03/06/2024,10:00,42118786,Live Load,Complete,9010150822,Shipped,0309258202,CPU,,,Diel-Jerue Logistics
03/06/2024,10:00,42119038,Live Load,Complete,9010150875,Shipped,0309259130,CPU,,,Grizz Logistics
03/06/2024,10:00,42119842,Live Load,Complete,9010150506,Shipped,0309253828,CPU,,,Mid West Food Bank- Feed the Children 
03/06/2024,10:00,42118800,Drop Unload,Complete,,,,,060617183,Receiving Verified,
03/06/2024,11:00,42118916,Live Load,Complete,9010150869,Shipped,0309258834,METG,,,
03/06/2024,11:00,42118742,Live Load,Complete,9010150283,Shipped,0309251580,CPU,,,CBT
03/06/2024,12:00,42119149,Live Load,Complete,9010150881,Shipped,0309258715,STVV,,,
03/06/2024,12:00,42118144,Live Load,Complete,9010150151,Shipped,0309251103,CPU,,,Stevens Transport 
03/06/2024,13:00,42118684,Live Load,Complete,9010150749,Shipped,0309256785,CPU,,,Grizz Logistics
03/06/2024,13:00,42118138,Live Load,Complete,9010150286,Shipped,0309251619,CPU,,,Coyote - Whataburger
03/06/2024,13:00,42118798,Live Load,Canceled,9010150367,,0309251807,LUAL,,,Cancelled per Email. 
03/06/2024,13:00,42119657,Live Load,Complete,9010150428,Shipped,0309253136,WALM,,,Walmart
03/06/2024,14:00,42118595,Live Load,Complete,9010150738,Shipped,0309256793,CPU,,,Trinity 
03/06/2024,14:00,42118794,Live Load,Complete,9010150542,Shipped,0309254762,CPU,,,Arrive Logistics
03/06/2024,15:00,42119137,Pickup Load,Scheduled,9010150819,Shipped,0309258200,CPU,,,Load on Marten 
03/06/2024,15:00,42118945,Live Load,Complete,9010150879,Shipped,0309259125,CPU,,,Trinity 
03/06/2024,15:00,42119197,Live Load,Complete,9010150884,Shipped,0309259209,CPU,,,Spot INC 
03/06/2024,15:00,42118967,Live Load,Complete,9010150883,Shipped,0309259205,CPU,,,Spot INC 
03/06/2024,15:00,42118975,Live Load,Complete,9010150743,Shipped,0309256787,CPU,,,Spot INC 
03/06/2024,15:00,42119936,Live Load,Complete,9010151611,Shipped,0309270012,CPU,,,Grizz Logistics
03/06/2024,15:00,42119155,Live Load,Complete,9010150880,Shipped,0309258835,STVV,,,
03/06/2024,15:00,42118185,Live Load,Complete,9010150284,Shipped,0309251585,CPU,,,National Carriers 
03/06/2024,15:00,42118971,Live Load,Complete,9010150741,Shipped,0309256784,CPU,,,Spot INC 
03/06/2024,15:00,42118957,Live Load,Complete,9010150873,Shipped,0309258839,MTEN,,,
03/06/2024,16:00,42117990,Live Load,Canceled,9010150411,Shipped,0309252807,RBTW,,,
03/06/2024,16:00,42118947,Live Load,Complete,9010150878,Shipped,0309259123,CPU,,,Trinity 
03/06/2024,16:00,42119938,Live Load,Complete,9010151610,Shipped,0309270029,CPU,,,Grizz Logistics
03/06/2024,16:00,42120060,Live Load,Complete,9010151260,Shipped,0309265697,CPU,,,Trinity 
03/06/2024,16:00,42119844,Live Load,Complete,9010150287,Shipped,0309251663,CPU,,,7 ELEVEN 
03/06/2024,16:00,42120485,Live Load,Complete,9010150411,Shipped,0309252807,RBTW,,,CH Robinson
03/06/2024,16:00,42118555,Live Load,Complete,9010150701,Shipped,0309256426,CPU,,,Somerset Logistics
03/06/2024,16:00,42120433,Live Load,Complete,9010151856,Shipped,0309273770,HEYL,,,Heyl 
03/06/2024,17:00,42119273,Live Load,Complete,9010150832,Shipped,0309258332,SQNS,,,
03/06/2024,17:00,42119426,Live Load,Complete,9010151185,Shipped,0309263225,SQNS,,,
03/06/2024,18:00,42119275,Live Load,Complete,9010150316,Shipped,0309251575,SQNS,,,
03/06/2024,19:00,42119054,Live Load,Complete,9010150859,Shipped,0309258930,CPU,,,Universal Logistics 
03/06/2024,20:00,42119056,Live Load,Complete,9010150907,Shipped,0309259992,RBTW,,,
03/06/2024,21:00,42119044,Pickup Load,Complete,9010150835,Shipped,0309258704,CPU,,,Load on Publix 
03/06/2024,21:00,42119245,Pickup Load,Complete,9010150858,Shipped,0309258928,CPU,,,Load on Publix 
03/06/2024,22:00,42119082,Live Load,Complete,9010150974,Shipped,0309258836,RBTW,,,
03/06/2024,22:00,42117011,Drop Unload,Complete,,,,,060598799,Receiving Verified,
03/07/2024,01:00,42119928,Pickup Load,Complete,9010151003,Shipped,0309261075,CPU,,,Load on Sunstate
03/07/2024,01:00,42119905,Pickup Load,Scheduled,9010151004,Shipped,0309261073,CPU,,,Load on Sunstate
03/07/2024,02:00,42118352,Pickup Load,Scheduled,9010150620,Shipped,0309254923,METG,,,
03/07/2024,02:00,42119096,Pickup Load,Complete,9010151024,Shipped,0309261062,METG,,,
03/07/2024,02:00,42119034,Pickup Load,Complete,9010150874,Shipped,0309258973,CJHT,,,
03/07/2024,02:00,42119098,Pickup Load,Complete,9010151026,Shipped,0309261068,METG,,,
03/07/2024,02:00,42119100,Pickup Load,Scheduled,9010151025,Shipped,0309261070,METG,,,
03/07/2024,02:00,42119102,Pickup Load,Complete,9010151023,Shipped,0309261064,METG,,,
03/07/2024,02:00,42119108,Pickup Load,Complete,9010151028,Shipped,0309261060,CJHT,,,
03/07/2024,02:00,42119062,Live Load,Complete,9010150919,Shipped,0309259942,METG,,,
03/07/2024,02:00,42118834,Pickup Load,Complete,9010150829,Shipped,0309258387,HEYL,,,
03/07/2024,02:00,42119104,Pickup Load,Complete,9010151029,Shipped,0309261057,CJHT,,,
03/07/2024,03:00,42119464,Pickup Load,Scheduled,9010151230,Shipped,0309264460,HEYL,,,
03/07/2024,03:00,42119114,Pickup Load,Scheduled,9010151009,Shipped,0309261053,HEYL,,,
03/07/2024,03:00,42119191,Pickup Load,Complete,9010151053,Shipped,0309261601,CJHT,,,
03/07/2024,03:00,42119112,Pickup Load,Complete,9010151007,Shipped,0309261054,HEYL,,,
03/07/2024,03:00,42119110,Pickup Load,Scheduled,9010151008,Shipped,0309261065,HEYL,,,
03/07/2024,03:00,42119118,Pickup Load,Complete,9010151034,Shipped,0309260859,HEYL,,,
03/07/2024,03:00,42119116,Pickup Load,Complete,9010151033,Shipped,0309260857,HEYL,,,
03/07/2024,03:00,42118730,Live Load,Complete,9010150531,Shipped,0309254575,CPU,,,BJs Logistics
03/07/2024,03:00,42119193,Pickup Load,Canceled,9010151054,Shipped,0309261622,CJHT,,,
03/07/2024,03:00,42119462,Pickup Load,Complete,9010151232,Shipped,0309264826,HEYL,,,
03/07/2024,03:00,42119460,Pickup Load,Complete,9010151231,Shipped,0309264835,HEYL,,,
03/07/2024,04:00,42119203,Pickup Load,Complete,9010150800,Shipped,0309257183,PRIJ,,,
03/07/2024,04:00,42119512,Pickup Load,Complete,9010151229,Shipped,0309264455,CJHT,,,
03/07/2024,04:00,42119199,Pickup Load,Complete,9010151015,Shipped,0309261069,MTEN,,,
03/07/2024,04:00,42119472,Pickup Load,Scheduled,9010151238,Shipped,0309264828,METG,,,
03/07/2024,04:00,42119964,Pickup Load,Canceled,9010151616,Shipped,0309269977,CJHT,,,
03/07/2024,04:00,42119544,Live Load,Complete,9010151005,Shipped,0309261071,WALM,,,
03/07/2024,04:00,42119205,Pickup Load,Scheduled,9010150796,Shipped,0309257187,PRIJ,,,
03/07/2024,04:00,42120180,Live Load,Complete,9010151236,Shipped,0309264834,PRIJ,,,
03/07/2024,04:00,42119474,Pickup Load,Complete,9010151243,Shipped,0309264830,METG,,,
03/07/2024,04:00,42119476,Pickup Load,Scheduled,9010151241,Shipped,0309264829,METG,,,
03/07/2024,04:00,42119470,Pickup Load,Complete,9010151240,Shipped,0309264837,METG,,,
03/07/2024,05:00,42119974,Pickup Load,Canceled,9010151617,Shipped,0309269969,CJHT,,,
03/07/2024,05:00,42120385,Live Load,Complete,9010150525,Shipped,0309254148,CPU,,,BJs Logistics
03/07/2024,05:00,42119950,Live Load,Complete,9010151599,Shipped,0309269385,CXAN,,,
03/07/2024,05:00,42119554,Pickup Load,Scheduled,9010151001,Shipped,0309261052,WALM,,,
03/07/2024,05:00,42118987,Live Load,Complete,,,,CPU,,,BJs Logistics
03/07/2024,05:00,42120182,Pickup Load,Complete,9010151242,Shipped,0309264839,PRIJ,,,
03/07/2024,05:00,42119972,Pickup Load,Canceled,9010151614,Shipped,0309269973,CJHT,,,
03/07/2024,05:00,42119207,Pickup Load,Scheduled,9010151010,Shipped,0309261059,PRIJ,,,
03/07/2024,05:00,42119952,Live Load,Complete,9010151600,Shipped,0309269387,CXAN,,,
03/07/2024,06:00,42119556,Pickup Load,Scheduled,9010150997,Shipped,0309260883,CPU,,,Davis
03/07/2024,06:00,42119956,Live Load,Complete,9010151613,Shipped,0309270049,CXAN,,,
03/07/2024,06:00,42119558,Pickup Load,Complete,9010151239,Shipped,0309264838,MTEN,,,
03/07/2024,06:00,42119895,Pickup Load,Canceled,9010151037,,0309261331,CPU,,,Load on Target 
03/07/2024,06:00,42119954,Live Load,Complete,9010151602,Shipped,0309269386,CXAN,,,
03/07/2024,06:00,42119331,Pickup Load,Complete,9010151014,Shipped,0309261066,MTEN,,,
